6861
2 0.25 0.309928 
2 0.250894 0.306351 
2 0.251789 0.311717 
2 0.251789 0.298301 
2 0.252683 0.310823 
2 0.252683 0.297406 
2 0.253578 0.314401 
2 0.253578 0.300984 
2 0.254472 0.322451 
2 0.254472 0.309034 
2 0.254472 0.295617 
2 0.255367 0.319767 
2 0.255367 0.306351 
2 0.255367 0.292934 
2 0.256261 0.318873 
2 0.256261 0.305456 
2 0.256261 0.292039 
2 0.257156 0.320662 
2 0.257156 0.307245 
2 0.257156 0.293828 
2 0.25805 0.32424 
2 0.25805 0.310823 
2 0.25805 0.297406 
2 0.258945 0.329606 
2 0.258945 0.31619 
2 0.258945 0.302773 
2 0.259839 0.335868 
2 0.259839 0.322451 
2 0.259839 0.309034 
2 0.259839 0.295617 
2 0.260733 0.330501 
2 0.260733 0.317084 
2 0.260733 0.303667 
2 0.260733 0.29025 
2 0.261628 0.326923 
2 0.261628 0.313506 
2 0.261628 0.300089 
2 0.262522 0.337657 
2 0.262522 0.32424 
2 0.262522 0.310823 
2 0.262522 0.297406 
2 0.263417 0.335868 
2 0.263417 0.322451 
2 0.263417 0.309034 
2 0.263417 0.295617 
2 0.264311 0.334973 
2 0.264311 0.321556 
2 0.264311 0.30814 
2 0.264311 0.294723 
2 0.265206 0.335868 
2 0.265206 0.322451 
2 0.265206 0.309034 
2 0.265206 0.295617 
2 0.2661 0.337657 
2 0.2661 0.32424 
2 0.2661 0.310823 
2 0.2661 0.297406 
2 0.266995 0.339445 
2 0.266995 0.326029 
2 0.266995 0.312612 
2 0.266995 0.299195 
2 0.267889 0.342129 
2 0.267889 0.328712 
2 0.267889 0.315295 
2 0.267889 0.301878 
2 0.267889 0.288462 
2 0.268784 0.33229 
2 0.268784 0.318873 
2 0.268784 0.305456 
2 0.268784 0.292039 
2 0.269678 0.336762 
2 0.269678 0.323345 
2 0.269678 0.309928 
2 0.269678 0.296512 
2 0.270572 0.343023 
2 0.270572 0.329606 
2 0.270572 0.31619 
2 0.270572 0.302773 
2 0.270572 0.289356 
2 0.271467 0.335868 
2 0.271467 0.322451 
2 0.271467 0.309034 
2 0.271467 0.295617 
2 0.272361 0.343023 
2 0.272361 0.329606 
2 0.272361 0.31619 
2 0.272361 0.302773 
2 0.272361 0.289356 
2 0.273256 0.337657 
2 0.273256 0.32424 
2 0.273256 0.310823 
2 0.273256 0.297406 
2 0.27415 0.346601 
2 0.27415 0.333184 
2 0.27415 0.319767 
2 0.27415 0.306351 
2 0.27415 0.292934 
2 0.275045 0.343023 
2 0.275045 0.329606 
2 0.275045 0.31619 
2 0.275045 0.302773 
2 0.275045 0.289356 
2 0.275939 0.34034 
2 0.275939 0.326923 
2 0.275939 0.313506 
2 0.275939 0.300089 
2 0.276834 0.351968 
2 0.276834 0.338551 
2 0.276834 0.325134 
2 0.276834 0.311717 
2 0.276834 0.298301 
2 0.277728 0.351073 
2 0.277728 0.337657 
2 0.277728 0.32424 
2 0.277728 0.310823 
2 0.277728 0.297406 
2 0.278623 0.351073 
2 0.278623 0.337657 
2 0.278623 0.32424 
2 0.278623 0.310823 
2 0.278623 0.297406 
2 0.279517 0.351968 
2 0.279517 0.338551 
2 0.279517 0.325134 
2 0.279517 0.311717 
2 0.279517 0.298301 
2 0.280411 0.353757 
2 0.280411 0.34034 
2 0.280411 0.326923 
2 0.280411 0.313506 
2 0.280411 0.300089 
2 0.280411 0.286673 
2 0.281306 0.344812 
2 0.281306 0.331395 
2 0.281306 0.317979 
2 0.281306 0.304562 
2 0.281306 0.291145 
2 0.2822 0.350179 
2 0.2822 0.336762 
2 0.2822 0.323345 
2 0.2822 0.309928 
2 0.2822 0.296512 
2 0.283095 0.357335 
2 0.283095 0.343918 
2 0.283095 0.330501 
2 0.283095 0.317084 
2 0.283095 0.303667 
2 0.283095 0.29025 
2 0.283989 0.352862 
2 0.283989 0.339445 
2 0.283989 0.326029 
2 0.283989 0.312612 
2 0.283989 0.299195 
2 0.284884 0.363596 
2 0.284884 0.350179 
2 0.284884 0.336762 
2 0.284884 0.323345 
2 0.284884 0.309928 
2 0.284884 0.296512 
2 0.285778 0.362701 
2 0.285778 0.349284 
2 0.285778 0.335868 
2 0.285778 0.322451 
2 0.285778 0.309034 
2 0.285778 0.295617 
2 0.286673 0.363596 
2 0.286673 0.350179 
2 0.286673 0.336762 
2 0.286673 0.323345 
2 0.286673 0.309928 
2 0.286673 0.296512 
2 0.287567 0.367174 
2 0.287567 0.353757 
2 0.287567 0.34034 
2 0.287567 0.326923 
2 0.287567 0.313506 
2 0.287567 0.300089 
2 0.287567 0.286673 
2 0.288462 0.359123 
2 0.288462 0.345707 
2 0.288462 0.33229 
2 0.288462 0.318873 
2 0.288462 0.305456 
2 0.288462 0.292039 
2 0.289356 0.365385 
2 0.289356 0.351968 
2 0.289356 0.338551 
2 0.289356 0.325134 
2 0.289356 0.311717 
2 0.289356 0.298301 
